name,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd
fri_c4_500_100,0.01176087979804343,0.0026905871402195885,2.8073203201603487,0.0,0.2,0.5959023414060811,,0.0,0.003135582884915401,0.0074586474644639,0.9873944843383377,0.035493693507218045,0.03812197039632193,0.03549369544889547,0.038121972044821865,1.0000000554272612,0.5208448498666195,69.23317044911651,0.5,0.09333809511662425,,,1.3489799532031896,,,5.0,1.7073932699999999,0.09164847132834693,3.7804529343873923,0.03667580020010874,-1.134816629419952,0.37844758844058296,0.5506270437494631,1.2634912606679998,0.07844862397925668,1.8059539499999997,0.4203268563290744,1.4200000000563763e-09,1.373720157338517e-08,-0.011262,0.05583456606043039,-1.7335001199999995,0.10471924076756359,0.01426187011129342,0.03667580020010874,100,0,0,2,0.0014141414141414141,1,500,0.0,100,3,195.84096813764563,,0.3550996004932497,3.5394540699999992,0.4685481754793151,0.5506270437494631,1.00000002771363,1.2816797298841164e-08,1.1109221815880859,0.03515072672815847,0.17803732755143836,3.2128385026564406e-07,1.0950153788309116e-06,-0.005992767066666669,0.03178615094343429,1.0000000554272614,2.563359527733171e-08,0.6449003995067503,37,5.5675675675675675,1.0939363311896615,0.02702702702702703,0.06107667607491718,379.96190476190475,254.10498430496565,0.5,0.01911099408612287,36,0.36,0.072,4.5,3.4226138716316967,1.6363636363636365,1.1358007263790995,4.657534246575342,1.6177760633573466,0.15881486220694221,0.13807741411269306,0.13239020270270271,0.06613624504883203,0.01,0.04814892538494211
fri_c1_500_50,0.011858566127180224,0.0031529984759267275,2.8073195073475357,5.747454520287042e-06,0.1,0.4731282802707924,,0.0,0.004291785253091523,0.011091884205497546,0.9983373765218819,0.03624463244864945,0.03769006521614364,0.0362446345957059,0.037690067800861676,1.000000058792349,0.36966573565395344,48.83869551154321,0.5,0.033941125496954314,,,1.0604638206162345,,,10.0,1.7141491350000002,0.0564610231673371,3.7852153596627374,0.057225065618222624,-1.187147315387287,0.06207074455905807,0.28841135886945524,1.2713437329600001,0.038798123220677196,1.73799192,0.08699717183224862,-2.3599999989887267e-09,1.5320734249180003e-08,-0.0015425100000000002,0.03861452027602903,-1.7491550200000001,0.07692268635839122,0.02044152420667995,0.05722528083694334,50,0,0,2,0.0008163265306122449,1,500,0.0,50,0,136.33415761776465,,0.22385036959199747,3.48714694,0.12743440601479353,0.28841135886945524,1.000000029396174,1.1793808403061516e-08,,-0.00735066616858652,0.06978782035297282,1.6064192513282203e-07,7.949713604449245e-07,0.0021954059333333413,0.019097557145747443,1.000000058792349,2.3587617560959887e-08,0.7761496304080026,46,6.239130434782608,1.4481372342686871,0.021739130434782608,0.053056965102554816,750.2730158730159,579.0293346536139,0.5,0.0,45,0.9,0.09,5.0,3.3541019662496847,1.7307692307692308,1.0414486951431572,5.318681318681318,1.879001631358294,0.12166642692309675,0.09644289809766429,0.10538383152173914,0.08165729549045893,0.02,0.06540995381472706
fri_c1_500_25,0.012540212693451342,0.002402423676604737,2.8073203201603487,0.0,0.05,0.46537843606221646,,0.0,0.006667481197247199,0.013725289902990725,0.9966619137320387,0.04021947770411149,0.059024793855201055,0.040219480241710584,0.05902479770954687,1.000000062797678,0.35671838494873886,31.531410577322045,0.5,0.048083261120685235,,,0.99074882796067,,,20.0,1.7209737,0.06271049465678741,3.7723736919501234,0.0680053706234468,-1.190706490701968,0.11036591654198555,0.27644977654103353,1.2756898859039998,0.05209660024443516,1.7487813600000002,0.11845434901256266,1.1999999995282448e-09,1.2369316875020413e-08,0.0181381,0.04636869204898208,-1.73094368,0.12386873493061111,0.03160854194226426,0.0680053706234468,25,0,0,2,0.0033333333333333335,1,500,0.0,25,0,87.81524257867264,,0.2165770887517145,3.47972504,0.22301392261517358,0.27644977654103353,1.0000000313988382,1.3371608379360025e-08,1.0256443896473275,0.005549896740276148,0.08109854761972386,3.2128385026564406e-07,1.111993373911165e-06,-0.001996569866666669,0.022106177946289766,1.000000062797678,2.6743217590848636e-08,0.7834229112482856,46,6.717391304347826,2.115162651778406,0.021739130434782615,0.053742776168878396,1514.6112554112551,2061.5008929621545,0.5,0.061487546190134565,45,1.8,0.09,4.090909090909091,2.467976720090587,2.3684210526315788,1.8015587792486036,5.802197802197802,2.4139399800132204,0.09550740403429513,0.09763104681960091,0.10060716711956522,0.09212647663094987,0.039999999999999994,0.08605184306627947
fri_c4_1000_50,0.011582655826089123,0.028031932712395426,3.1699072864385753,3.56191297357594e-06,0.05,0.45944977396148906,,0.0,0.0029779539104627718,0.008414554258794006,0.9895875212220555,0.029974658898338984,0.06049499615137271,0.029974660778132496,0.06049499972209905,1.0000000634171102,0.47723881939977403,52.92821354922697,0.5,0.08485281374238575,,,0.9416928543332398,,,20.0,1.6920066399999998,0.1071272277123542,4.140798020921331,0.05595662156563505,-1.0692080032856708,0.4810959695662409,0.267578292163937,1.251884266962,0.09354246023322926,1.8756043199999999,0.5556465995229394,1.76000000005061e-09,9.173075063745206e-09,-0.008781849999999999,0.060070899389316014,-1.76093666,0.11134039279992337,0.018696786739300572,0.055956381393983276,50,0,0,2,0.006530612244897959,1,1000,0.0,50,3,168.54289154806708,,0.21109409479326338,3.636540980000001,0.6089394569735858,0.267578292163937,1.0000000317085544,1.0193082519983609e-08,,0.04588548825353301,0.23082818850833786,1.2024036048061132e-07,3.289182302015177e-07,-0.007020404033333332,0.03895080568684546,1.0000000634171098,2.0386165655542125e-08,0.7889059052067366,85,8.411764705882353,3.4096994618540895,0.011764705882352941,0.03515938100747981,30895.214563214566,69203.3900817247,0.5,0.008318903308077,84,1.68,0.084,5.25,4.139243087006769,2.27027027027027,1.6939212996386135,7.4674556213017755,3.620437198932149,0.06366014454367457,0.10075038629452295,0.06432064280790441,0.06393183996804458,0.019999999999999997,0.06102748816624122
fri_c4_500_50,0.011806227003740314,0.0025512074796687568,2.807320320160349,4.485978453382215e-16,0.1,0.5136083730961344,,0.0,0.004249716135250758,0.009877304472601987,0.9977366703420346,0.041824096606547116,0.06481899441496716,0.04182409918528366,0.06481899848716141,1.0000000620802234,0.5453131228719398,51.23387405190709,0.5,0.039597979746446695,,,0.9508711903131893,,,10.0,1.7017578299999996,0.11085351596130484,3.785582830314317,0.04757079796460164,-1.104482064661178,0.3806507427311263,0.35831466136335577,1.2548407641,0.09988115750038735,1.85100008,0.41914642186875606,-4.800000019056224e-10,1.5410359623332564e-08,-0.01916529,0.0768151576100315,-1.7335168199999997,0.13693126288906965,0.01947416018806596,0.04757079796460165,50,0,0,2,0.007346938775510205,1,500,0.0,50,2,143.15616863831255,,0.263793560914458,3.5845168999999997,0.46510314612436854,0.35831466136335577,1.0000000310401114,1.2473277606192146e-08,,0.05681294079993636,0.21402760860275288,1.6064192513282203e-07,7.949713604449245e-07,-0.010819776733333333,0.04124781427944922,1.0000000620802236,2.4946555888996235e-08,0.7362064390855421,44,6.181818181818182,1.6178183310309824,0.022727272727272724,0.04875776080687703,824.4571428571428,1002.5517249472006,0.5,0.06428243465332248,43,0.86,0.086,4.3,3.2335051500740732,1.4827586206896552,0.7847060257179305,5.264367816091954,2.008469104120839,0.10547363454022164,0.10500773085204537,0.11066228693181818,0.07859702874823764,0.019999999999999997,0.05129606429839368
fri_c3_1000_50,0.011987919267473222,0.029392733375855518,3.169907806335713,4.266545252634245e-06,0.05,0.47750467013764697,,0.0,0.003285553849267722,0.009092644374028389,0.9912540071703688,0.028617336750938492,0.05544688602238445,0.028617338386875614,0.05544688922825171,1.0000000573635424,0.44106688278687656,48.166372895246866,0.5,0.07778174593052026,,,1.0051333163345495,,,20.0,1.7049197199999997,0.11533563062793505,4.140582020019739,0.06005829164077349,-1.102682123051628,0.4849783793840377,0.29535475810062956,1.2607074864299999,0.09781159531952875,1.81393922,0.3790680103816001,-2.0000000008124633e-10,1.0176002180428988e-08,-0.01001873,0.05899404192704462,-1.75338086,0.11708501442393669,0.02057979348634299,0.06005784865765035,50,0,0,2,0.005714285714285714,1,1000,0.0,50,2,153.03010766066745,,0.22801071000326303,3.56732008,0.44770571170214946,0.29535475810062956,1.0000000286817707,9.55200770403449e-09,,0.04136591316754558,0.231865400781344,1.0020030040050944e-07,3.0365276524341156e-07,-0.006821533233333333,0.039936225346472544,1.0000000573635424,1.9104015890798387e-08,0.771989289996737,77,7.545454545454546,2.191763616633001,0.01298701298701299,0.038989706302296034,4777.128471528472,8990.14828088082,0.5,0.009183204950474607,76,1.52,0.076,5.846153846153846,4.3175254071082945,2.111111111111111,1.982462794142359,6.601307189542483,2.516628564696296,0.08419584440337573,0.10375433997447486,0.06903472504058442,0.06930126735696622,0.02,0.06172384618687064
fri_c1_1000_50,0.007981595266900858,0.001309389058429785,3.169908846129988,5.25175416477543e-06,0.05,0.4621298304723199,,0.0,0.002977551512702797,0.007906907012199139,0.9936167534536142,0.02673382782533151,0.03350389002685193,0.026733829444242362,0.03350389202453166,1.0000000603450185,0.30300924756631303,53.67679319855334,0.5,0.06646803743153548,,,1.0356771039140698,,,20.0,1.72275791,0.04668220368693263,4.1450144946117,0.051975314311008665,-1.189809560693213,0.0716332283788505,0.2715592557294713,1.2775527134999998,0.03608057532307041,1.74110198,0.11042589280256915,2.459999999997464e-09,9.16116470738693e-09,0.0025666999999999995,0.029215960640948804,-1.74937782,0.1160526250926075,0.018511104971904196,0.05197479265267012,50,0,0,2,0.0008163265306122449,1,1000,0.0,50,0,170.24363191398976,,0.21356398021237516,3.4904798,0.2168578499238427,0.2715592557294713,1.0000000301725087,9.050219593853913e-09,,5.090021713278943e-05,0.044285170743028617,6.012018024030567e-08,2.4037845401168576e-07,-7.381573333332791e-05,0.012381002273035341,1.0000000603450183,1.8100439754884512e-08,0.7864360197876248,67,7.1940298507462686,2.1619211852462716,0.014925373134328358,0.043895990509535236,3308.5922077922073,5564.695239226427,0.5,0.09498449299520788,66,1.32,0.066,5.5,3.7779263191236634,2.0625,1.6836500287633527,6.2556390977443606,2.4852721798943382,0.09192725137770123,0.11281238894515654,0.07930562033582089,0.06800785722774631,0.019999999999999997,0.06555977135149395
fri_c4_500_25,0.018622229305455516,0.03401986181448283,2.8073203201603487,0.0,0.05,0.4629380064127123,,0.0,0.007465735881763778,0.015173755495259757,0.9866165198488093,0.055308133676717074,0.11908680794281354,0.055308136786501386,0.11908681489454259,1.0000000565466862,0.655617785850027,28.144499199326038,0.5,0.09616652224137043,,,0.9459925111508041,,,20.0,1.6564155200000001,0.1520082270220431,3.7588814456011295,0.07436443812134756,-0.9816872648694822,0.604347047057903,0.27276920109321245,1.221778546884,0.13234209859648402,1.9662506400000002,0.5743012196629977,-4.400000000277515e-09,1.8202563922139356e-08,-0.031247160000000003,0.08144137891398226,-1.7633147599999999,0.1634647155082405,0.03505539440802824,0.07436443812134756,25,0,0,2,0.030000000000000002,1,500,0.0,25,3,79.08240579137309,,0.21431159778137648,3.7295654000000003,0.6504134133558184,0.27276920109321245,1.0000000282733428,1.3156118994293e-08,1.0358489224166307,0.12290150270642398,0.30722643750433465,1.6064192513282203e-07,8.032096256641102e-07,-0.022459394266666672,0.05476121341672353,1.0000000565466862,2.6312238616758263e-08,0.7856884022186235,44,6.318181818181818,1.7884997906225997,0.022727272727272728,0.05998153345138572,935.7206349206352,1063.2739447817,0.5,0.06428243465332248,43,1.72,0.086,4.3,2.7507574714370344,2.15,1.785172850248165,5.402298850574713,2.1429156952833415,0.11192020952324597,0.13717697624147154,0.10986328125,0.0827678002390772,0.039999999999999994,0.08928185857489793
fri_c0_1000_25,0.007914785019287733,0.001639686883032233,3.1699088461299887,5.3061779413139575e-06,0.025,0.6863747778999627,,0.0,0.0039435064681229886,0.006877557715063001,0.9999740313334506,0.026060502730705492,0.020276636531628773,0.026060504325791045,0.020276637798258175,1.0000000605829706,0.16499404933575157,41.80587386342128,0.5,0.004242640687119289,,,1.3730937753021324,,,40.0,1.72622553,0.03629614145975093,4.145963414983111,0.042686895066992456,-1.2004500891217897,0.034256295208249826,0.8907535305949061,1.279887927108,0.02692299005510009,1.727833,0.029943918046908942,1.5600000016391386e-09,7.588807549405717e-09,-0.0011970600000000004,0.02943576896620278,-1.7302991600000002,0.04111074692388838,0.023919462480328484,0.04268742922272349,25,0,0,2,0.0,1,1000,0.0,25,0,131.52425085793385,,0.4711103357372231,3.45813216,0.04576781050920687,0.8907535305949061,1.0000000302914847,9.760580399042465e-09,1.0159063526475305,-0.00023545834111922154,0.040985027789580665,2.004006008010189e-07,4.0906601342473513e-07,8.806720000000128e-05,0.011462954202256022,1.0000000605829704,1.9521161384171788e-08,0.528889664262777,101,7.99009900990099,2.8160079882874998,0.009900990099009901,0.0303544082302703,24510.065578865582,70740.08957941686,0.5,0.06300951515523692,100,4.0,0.1,6.25,6.223610956135781,4.166666666666667,2.3343683004870592,7.034825870646766,3.087682155683671,0.06748096729660613,0.11188646597969805,0.05941349445003094,0.047685068053034046,0.04,0.06599360246946183
fri_c2_1000_50,0.007955389463684936,0.001068051909089304,3.1699088461299887,5.2517541647754295e-06,0.05,0.5176984901082158,,0.0,0.0032157771615897806,0.010020244359059176,0.9805107178796569,0.02775655926165879,0.041318014095699095,0.027756560858604513,0.041318016428052835,1.0000000578643107,0.3518672716493598,47.6382785723726,0.5,0.11596551211459377,,,1.2931227874934517,,,20.0,1.720448685,0.06782971427786919,4.129837151142016,0.06813376843035486,-1.1672003393787131,0.19405858587664468,0.36614210421367993,1.2736142310779999,0.05728660258803862,1.77490602,0.24975706925130187,6.39999998028884e-10,8.888791382498623e-09,-0.007287149999999999,0.04037180503909623,-1.74907678,0.11458957144509714,0.02058241286762817,0.06813441153021933,50,0,0,2,0.0032653061224489797,1,1000,0.0,50,1,153.0105558331109,,0.2680117266603264,3.5239828,0.3444289762986896,0.36614210421367993,1.000000028932155,9.331633212145661e-09,,0.021678688072991052,0.1132656729416655,1.603606410818517e-07,4.2287585983209457e-07,-0.005076083033333335,0.023031396658180787,1.0000000578643107,1.8663267018389392e-08,0.7319882733396736,69,7.36231884057971,2.4372779807952196,0.014492753623188406,0.04279727286130363,6349.115506715506,15961.419082267259,0.5,0.010247924365022434,68,1.36,0.068,4.857142857142857,4.148348009604692,2.3448275862068964,2.175773459665149,6.423357664233577,2.727104227330506,0.0840530520216027,0.10606567797978042,0.07694498697916667,0.06855795943955496,0.020000000000000004,0.06947560293941633
fri_c2_500_25,0.012088566431133532,0.00252737159460058,2.8073203201603487,0.0,0.05,0.40141221337884236,,0.0,0.007140529265893959,0.017261878955853904,0.9660780975952254,0.04091957355886384,0.07839461047769862,0.04091957608479382,0.07839461543461895,1.0000000618363907,0.4415779013097208,28.854162480598287,0.5,0.15273506473629425,,,0.9987345504563462,,,20.0,1.69043332,0.08668184576280348,3.7399170059057307,0.0832820998165945,-1.1176203514953633,0.3102424931135385,0.1920823299016061,1.2578432070119998,0.0840856295467989,1.7971726799999999,0.32102077616406177,-8.000000017105434e-10,1.2328828007391098e-08,-0.01628008,0.05802124392907021,-1.78592672,0.14989690368564434,0.03348141184984392,0.08328209981659448,25,0,0,2,0.013333333333333334,1,500,0.0,25,1,82.84713084234633,,0.16113176504970128,3.5830994,0.4396550747250622,0.1920823299016061,1.0000000309181951,1.2944110629932457e-08,1.0299977598938432,0.027188466143607627,0.18355761884676197,0.0,0.0,-0.005455885066666669,0.037025442217401235,1.0000000618363911,2.58882221273541e-08,0.8388682349502987,45,6.711111111111111,2.1702767127951703,0.022222222222222223,0.0545330962430943,1507.182683982684,2034.1789735723892,0.5,0.10999438818457402,44,1.76,0.088,4.0,2.23606797749979,2.4444444444444446,2.228748586412992,5.797752808988764,2.459581335775086,0.09183928897641729,0.1104072024088547,0.10319010416666667,0.09259799265607935,0.04,0.09601059053417607
fri_c0_500_50,0.012315074230990116,0.002867528088607221,2.807320320160349,4.485978453382215e-16,0.1,0.7501233494938142,,0.0,0.0040563581223490765,0.006902446930762775,0.9995844639313985,0.03722288187973575,0.028742094301690297,0.03722288420885254,0.028742096103902392,1.0000000622760206,0.33248885870972156,54.90992347236954,0.5,0.016970562748477157,,,1.5849709498453834,,,10.0,1.7213881600000003,0.0594197998287668,3.7887007072925076,0.03216585166410213,-1.1959257914525667,0.06587578207751026,1.2866814315147856,1.2775710680879997,0.044012899636016824,1.7351681599999997,0.05531380528435105,9.599999995479894e-10,1.321248636335186e-08,-0.007839329999999999,0.038772025157217914,-1.71849452,0.06349607240986788,0.018204076799239858,0.03216585166410213,50,0,0,2,0.0,1,500,0.0,50,0,153.21382534914233,,0.5626850394558189,3.4536626799999994,0.08143916051385626,1.2866814315147856,1.0000000311380095,1.2943826658096763e-08,,0.007935133191051552,0.06385082064554169,1.6064192513282203e-07,7.949713604449245e-07,-0.0016161725333333349,0.018148877801337553,1.0000000622760206,2.588765406262032e-08,0.43731496054418106,49,6.346938775510204,1.4513071752757247,0.02040816326530612,0.04759548226431569,853.0793650793651,691.0471531677375,0.5,0.10101525445522107,48,0.96,0.096,5.333333333333333,3.7416573867739418,1.8461538461538463,1.1555884281977797,5.422680412371134,1.8865480576659481,0.1218584546890709,0.09534974837259377,0.10012755102040816,0.08009080294375709,0.02,0.04855270729394793
fri_c3_500_25,0.013231493035295467,0.01166645137524314,2.8073203201603487,0.0,0.05,0.43201753616452143,,0.0,0.006941243641011225,0.014705574015451646,0.9895875212220555,0.05463275677053673,0.10603054359969956,0.054632760132377126,0.10603055022619118,1.000000061458025,0.5956034993114092,30.019722644621293,0.5,0.08485281374238575,,,0.9055013207883087,,,20.0,1.6751232099999998,0.16562775301014937,3.7639432622976146,0.07309480325439685,-0.9651844557662921,0.8027478274712623,0.22946660379606112,1.226277526236,0.1483178898327396,1.9220966400000004,0.6146955799317035,4.720000000322245e-09,1.0937397620012121e-08,-0.024120760000000005,0.0918163082834099,-1.7667933200000001,0.17756782687110487,0.03296457908478919,0.07309480325439685,25,0,0,2,0.02,1,500,0.0,25,2,84.16172200893435,,0.1866391515536636,3.6888899599999996,0.6861624661332331,0.22946660379606112,1.0000000307290118,1.3785168072656377e-08,1.0379624122191746,0.09732389487385723,0.3485541256082962,3.2128385026564406e-07,1.111993373911165e-06,-0.016348120400000003,0.05480642572985342,1.000000061458025,2.757033690793536e-08,0.8133608484463364,44,6.75,2.125427453587893,0.022727272727272728,0.05445901537100816,1416.7572871572875,1888.510209385927,0.5,0.03214121732666122,43,1.72,0.086,3.909090909090909,2.2115399817568506,2.15,1.6944180805158293,5.839080459770115,2.415423133129183,0.0937235923669585,0.10405162541214526,0.10176225142045454,0.09957671281284941,0.039999999999999994,0.08407985229934561
fri_c2_1000_25,0.008234976103967688,0.004705946409075198,3.1699072864385753,3.598824974717156e-06,0.025,0.4899081481261404,,0.0,0.005709646956934691,0.014673283499326171,0.9885173903891564,0.034876717081022406,0.07510191652324026,0.03487671893021567,0.07510191998402685,1.0000000559342639,0.4134574619597167,26.199821010606957,0.5,0.08909545442950495,,,1.1890770439052907,,,40.0,1.69919832,0.08964959256101991,4.120694747680928,0.10096202187998468,-1.1360033302384658,0.23919393155533752,0.3158067758514485,1.259767681116,0.07552230522502462,1.8103373200000001,0.2804970956400024,3.4399999992018593e-09,9.504735662098629e-09,-0.0015288400000000007,0.04784336882576658,-1.7752978799999999,0.15817284047293537,0.03772992914680435,0.10096364540514498,25,0,0,2,0.013333333333333334,1,1000,0.0,25,1,83.01572327646579,,0.24000999360038433,3.5856352,0.4120897818289521,0.3158067758514485,1.0000000279671315,9.169437349867377e-09,1.0210518625257425,0.023896473837283824,0.14649925111339673,4.008012016020378e-08,2.004006008010189e-07,-0.004517314999999998,0.030777524329777945,1.0000000559342639,1.833887527208699e-08,0.7599900063996157,75,7.733333333333333,2.6218073678044833,0.013333333333333334,0.04240739779080281,7793.584193584193,16709.172822377797,0.5,0.06599663291074442,74,2.96,0.074,5.285714285714286,3.729891139441996,3.3636363636363638,2.479351961135439,6.791946308724833,2.892850384732871,0.0754846494477125,0.1072934158754679,0.07121907552083333,0.06789158061371571,0.04,0.09481779648723912
fri_c0_1000_50,0.007950506591692046,0.001409782602969191,3.1699088461299887,5.2517541647754295e-06,0.05,0.6971405618588442,,0.0,0.0025436036468742536,0.005370610112556725,0.99971144175281,0.025075968177834678,0.019186135249509535,0.025075969629674864,0.019186136344468016,1.0000000582051474,0.2232276399228951,65.0703553141758,0.5,0.014142135623730963,,,1.4723698499209685,,,20.0,1.7345182049999996,0.03953863226551698,4.154256741196662,0.03350468902021111,-1.2002943283227925,0.0397839529171456,0.9455440772637972,1.283278470222,0.028595878138861275,1.72784062,0.0433920949609206,2.8199999993105964e-09,7.496094222425983e-09,0.0024232999999999993,0.03982621989343202,-1.7383028999999999,0.03568283335577373,0.015363546686136188,0.033506247409766085,50,0,0,2,0.0,1,1000,0.0,50,0,205.3266321825586,,0.486004962988865,3.46614352,0.04844046857372927,0.9455440772637972,1.0000000291025732,8.001483948196038e-09,,-0.009624481634779834,0.047386932451647705,1.403205810017498e-07,4.0556458798509297e-07,0.002792871233333327,0.012556772422078574,1.0000000582051476,1.6002968318376597e-08,0.513995037011135,87,7.747126436781609,2.1361690922781835,0.011494252873563218,0.031378363736379256,4992.830014430014,6202.402439345516,0.5,0.008127664151569541,86,1.72,0.086,7.166666666666667,4.58918359412718,2.388888888888889,1.6085091194337655,6.797687861271676,2.4753659291907337,0.0848470948958994,0.09740874902841046,0.062404588721264365,0.06462850072380326,0.02,0.048146327850332925
fri_c1_1000_25,0.008215961766381143,0.001345669811003626,3.1699062466443007,0.0,0.025,0.4312667877158659,,0.0,0.004959682372894787,0.011374461184360328,0.9938858724897722,0.030482135017269645,0.057976761043779114,0.03048213679489735,0.05797676459513451,1.0000000578441972,0.3270803244512766,31.52453166950527,0.5,0.06505382386916239,,,0.9410543368072253,,,40.0,1.71620068,0.050027263745294426,4.132264739666254,0.0752120342201752,-1.1820112836573693,0.08297899995382679,0.22848770938149124,1.272170638284,0.03761618326012558,1.7585009600000001,0.13263017423160794,-1.5599999995430381e-09,1.174052809928615e-08,-0.00034816000000000046,0.031998885983772936,-1.75136068,0.1400781737342641,0.03152737946781906,0.07521203422017521,25,0,0,2,0.0033333333333333335,1,1000,0.0,25,0,99.54455207353719,,0.18599104218676174,3.5098616400000004,0.26698520611650645,0.22848770938149124,1.000000028922098,9.722095363209294e-09,1.0132579496825935,0.006192882236699838,0.045887549774687376,8.016024032040756e-08,2.7744206879281046e-07,-0.0020487299999999904,0.012849605649680957,1.0000000578441972,1.944419118722228e-08,0.8140089578132382,70,6.985714285714286,1.637361408166316,0.014285714285714285,0.03636336062383692,2009.1382395382393,2420.5338012838342,0.5,0.0,69,2.76,0.069,6.2727272727272725,5.041644753270684,3.0,2.9076701075853593,6.043165467625899,2.056698154447808,0.09630918968305263,0.08945506603164388,0.07624162946428571,0.06665265407949493,0.039999999999999994,0.08889727976913304
fri_c2_500_50,0.012201356969581753,0.0025051872717904017,2.807320320160349,4.485978453382215e-16,0.1,0.5753786420997125,,0.0,0.005466058140720347,0.013384675349411483,0.9765004687578241,0.03881732061115697,0.04554851500089117,0.03881732307238106,0.04554851797712331,1.0000000634180664,0.42306964286649873,37.8314319616081,0.5,0.12727922061357855,,,1.4724743635179725,,,10.0,1.713752505,0.08705666546093568,3.7580089066254594,0.06811448378456117,-1.166568867122992,0.23886402582488045,0.49490368300864823,1.268274498918,0.0670197436280492,1.7775842600000002,0.302697741471305,1.0400000011401288e-09,1.2190595237275696e-08,-0.00841521,0.05437603953677576,-1.73366514,0.11651121791326816,0.025811882292713407,0.06811448378456118,50,0,0,2,0.0032653061224489797,1,500,0.0,50,1,107.76077491461538,,0.331060581784509,3.5112493999999996,0.36818674493622755,0.49490368300864823,1.0000000317090325,1.3330521862922198e-08,,0.027006171184327063,0.13694397664488187,1.6064192513282203e-07,7.949713604449245e-07,-0.006058456600000004,0.028364681930025445,1.0000000634180664,2.6661044505774653e-08,0.6689394182154911,42,7.476190476190476,3.1331282212253613,0.023809523809523808,0.0752813383720347,4273.176956376956,6854.449765154536,0.5,0.10101525445522107,41,0.82,0.082,3.1538461538461537,1.5191090506255,1.5769230769230769,0.9021342216356466,6.578313253012048,3.3097066479973454,0.07477906441847858,0.11073994564199578,0.10264950706845238,0.1074133209731265,0.019999999999999997,0.07143162952410224
fri_c0_500_25,0.01160238243151537,0.0026672409043547243,2.8073203201603487,0.0,0.05,0.6815688063762309,,0.0,0.005644323813646679,0.00837648365920754,0.99971144175281,0.03801194289355671,0.028773177439502872,0.03801194531588416,0.02877317915221369,1.0000000639441713,0.23822490279293287,39.3739675577828,0.5,0.014142135623730963,,,1.3415546535049985,,,20.0,1.70699416,0.045137590607824685,3.7816415992305257,0.038559656668339194,-1.187785300522102,0.06008184817246731,0.8675393128947952,1.2697795306559998,0.03542542541104273,1.73748448,0.04713400048365653,-1.2799999998236446e-09,1.494300282306265e-08,-0.010551399999999999,0.04413915844849861,-1.7311208,0.058664066007224555,0.025390162682632767,0.038559656668339194,25,0,0,2,0.0,1,500,0.0,25,0,109.56724430050997,,0.46453603782512004,3.4686052800000002,0.06187143762372636,0.8675393128947952,1.000000031972085,1.2802334290361543e-08,1.0295058639364152,0.017723247581352006,0.06269926943285768,0.0,0.0,-0.005201093200000004,0.017071277753647467,1.0000000639441715,2.5604669368972707e-08,0.53546396217488,53,6.90566037735849,1.8109087279318785,0.01886792452830189,0.03521474654822512,1481.8730158730154,1454.1893903794103,0.5,0.06670818690439126,52,2.08,0.104,5.2,3.155242550986462,2.4761904761904763,1.691716513457489,5.980952380952381,2.16608896214846,0.10896282824020234,0.0865895374234911,0.08534787735849056,0.08799871900738215,0.04,0.06562826055500835
